transaction_amount,transaction_time,account_age_days,num_prev_transactions,location_distance_km,is_foreign_transaction,is_high_risk_country,fraud
122.42357199065252,10,494,334,-0.01674932370195581,0,0,0
143.73079803950804,17,1035,215,8.532634174308757,0,0,0
74.72323651077937,6,374,31,3.2302721064027313,0,0,0
64.22516089348198,6,1872,372,6.508144675319771,0,0,0
131.7245252923738,22,2533,262,10.481784514871041,0,0,0
62.55213518102983,9,459,167,2.4646141675201996,0,0,0
130.16108895684098,9,2336,138,1.816119404865555,0,0,0
49.84402655541834,15,2594,38,-0.15118584532614676,0,0,0
107.75964160884803,22,147,352,2.109249666409876,0,0,0
46.7954605564706,6,713,368,3.8861758621572413,0,0,0
18.809986234326097,13,2819,280,12.709721106426004,1,0,0
99.85993608819187,6,2399,498,1.60729912251721,0,0,0
42.96684166760844,20,238,78,9.024295926121107,0,0,0
24.524265719595984,9,1370,375,5.450865894730322,1,0,0
767.3630245753571,5,146,17,308.9281086995831,1,1,1
247.80860758517395,14,2051,307,8.94433947678951,0,0,0
22.442217303653255,11,2420,74,-0.12435818382438946,0,0,0
93.41665114836294,22,1331,144,3.858778227767462,1,0,0
177.34181873353305,15,1051,312,7.848568753883026,0,0,0
82.14401871197542,22,2572,234,0.6172251840450276,0,0,0
230.62697675367923,13,2919,29,4.406692865883157,0,0,0
110.43779570050789,11,1819,288,4.745540976020772,0,0,0
120.61299251262119,8,597,120,5.462144233105317,0,0,0
29.07798391576295,12,1712,119,5.7059538843172986,0,0,0
55.63980164029289,14,1848,61,7.203794384908987,0,0,0
389.34452132596164,10,1478,224,2.4465105792508823,1,0,0
100.16708758224932,22,1503,276,2.8983895159713846,0,0,0
23.63967219173367,10,2943,81,10.24021681252504,0,0,0
101.78727003559524,14,715,190,9.528373080223071,0,0,0
30.46745089668655,8,2394,105,3.777855897854567,0,0,0
153.05773065339022,18,2635,362,1.309585268725736,1,0,0
370.06521191954283,22,2385,374,5.199777715255004,0,0,0
192.60889165132326,22,2060,446,4.477548170752338,0,0,0
72.65338968370932,16,1195,300,7.5209573827545455,0,0,0
51.416670495762,20,2055,271,9.220342567364115,0,0,0
101.08818207587997,13,2602,72,1.9631799294889545,1,0,0
76.08895885423004,17,1973,292,6.515979500234195,0,0,0
33.56211413438531,13,1114,99,7.422334154025055,0,0,0
67.93440249338629,8,2605,47,2.327331164173824,0,0,0
36.19628977614956,9,2007,341,3.997590654620472,0,0,0
3.02194136471229,14,1052,284,7.92703503631446,0,0,0
131.38575210676913,6,2690,161,5.236333183599,0,0,0
52.90137195271518,14,790,346,8.62504345272069,0,0,0
171.88996502597246,14,544,424,9.201199384385848,0,0,0
24.721021140196918,21,2037,150,3.522528827499004,0,0,0
135.55364734219944,22,1075,370,2.347524560168696,0,0,0
86.40285263388972,10,2263,103,8.689322673565812,1,0,0
72.07616127430299,7,2087,301,1.8643569130378688,0,0,0
56.55390008704495,19,2534,199,9.5878896525186,0,0,0
28.044476729832923,22,1561,392,5.290028363420697,0,0,0
200.59945729609547,18,2966,212,4.676016049508396,0,0,0
169.32381915998337,13,1632,449,5.554430907469217,1,0,0
68.71138904559375,20,1925,444,1.497397354061912,0,0,0
65.56363193402615,10,2143,260,9.279778940973397,0,0,0
120.60014388408172,6,767,386,4.038612350721069,1,0,0
43.52470387416362,12,2755,221,4.685624249315817,0,0,0
117.81367853840547,18,2976,248,5.4791531860463,0,0,0
130.59564179235278,13,2223,293,4.148945918965542,0,0,0
313.9099598439474,11,998,184,5.22727802959514,0,1,0
15.855665874196474,15,1360,228,6.689406365504778,0,0,0
251.90318660224403,13,1022,343,6.41431959948452,0,0,0
315.4866201655165,20,1874,345,6.97517753576747,0,0,0
29.939795873951958,22,2253,405,3.4374090045474315,0,0,0
43.615759984540674,7,444,422,7.7958036269489295,1,0,0
31.55938274146119,18,2561,246,1.493776914520621,0,0,0
71.83764965897136,17,2861,421,4.2505703009472615,0,0,0
47.46165790161137,14,715,263,3.8542031848239056,0,0,0
49.20587595263417,7,2371,344,11.612686907886921,0,0,0
17.965859742612736,22,376,417,8.120565694378257,0,0,0
309.08629877543046,21,2510,399,7.808627028739849,0,0,0
144.00347494803887,17,2477,102,3.6837622398551195,1,0,0
43.53426730231049,18,2572,409,5.471775310355895,0,0,0
102.98963157456691,14,705,355,4.625060809057355,0,0,0
64.0104189391034,8,2652,279,5.10170235237638,0,0,0
80.29136230298481,20,1216,119,5.372218177158481,0,0,0
108.92435701542493,20,2659,312,-2.495480763614353,0,0,0
121.41324218595915,9,2043,297,1.9250230585437116,0,0,0
112.91891743807079,18,2694,217,-1.6301283678705403,1,0,0
77.03415506733835,7,228,315,2.527149326963745,0,0,0
130.029238705288,20,1426,417,5.316961475078184,0,0,0
82.54530463460951,15,350,31,7.357436027890428,0,0,0
182.96682735410644,16,2098,346,4.816694258745901,0,0,0
143.3353115482111,14,2651,17,1.205940704731825,0,0,0
268.4104944403351,9,1054,383,-2.765249896612599,0,0,0
244.2812536504755,17,309,35,3.3595757312821153,0,0,0
56.72544851825106,6,2309,16,5.868961094629274,1,0,0
109.88562777099426,13,1854,221,11.35024046443895,0,0,0
207.4123796389116,15,1674,221,5.986798681772295,0,0,0
208.4295458238556,9,2905,98,1.0277395104023395,0,0,0
24.58573274643638,21,1394,409,0.2577475480716753,1,0,0
144.67273199119154,14,721,150,3.2077299045703156,0,0,0
21.11388119641745,17,2632,197,7.3798562154953755,0,0,0
58.3155089862207,21,1017,468,6.7871067505265446,0,0,0
70.55601896294186,21,996,376,9.098716969897197,0,0,0
90.86082796663784,9,1108,25,8.289956806298289,0,0,0
66.71177919171976,22,1673,450,10.965001980741789,0,0,0
51.65431463097255,17,2889,153,6.86456554584767,0,0,0
63.41336806376301,19,2796,216,3.1883296530326426,0,0,0
112.0462396286289,18,817,338,3.4958921849965447,0,0,0
52.151694595584445,14,955,148,10.709878063181481,0,0,0
272.1713905828426,15,302,56,9.812273760431719,0,0,0
94.13401154934154,9,1167,471,4.541566648797922,0,0,0
56.475975988335136,10,2172,260,8.163236336658233,0,0,0
42.014082029632746,9,1640,415,1.0226186859372572,0,0,0
87.2420243250181,20,2530,182,4.619357857693418,0,1,0
195.3084869359237,14,2004,18,3.4627843561276466,0,0,0
109.36708267522353,14,769,317,8.615286960350087,0,0,0
151.38959604928178,9,2152,40,4.398576172526365,0,0,0
126.02685239009124,13,1461,159,5.270547912490699,0,0,0
55.873116186300194,19,2882,160,4.681641453292005,0,0,0
41.47664406854704,18,2786,38,2.058777770605886,0,0,0
51.36645968069781,8,2447,17,7.689765962708055,0,0,0
1207.8571140105944,0,168,12,240.8653101869163,1,1,1
159.49774588774568,22,2928,157,2.395808279974308,0,0,0
