money,transaction,anamoly_score
-0.8250408995611227,-0.5111922181135216,0
-1.4327426460555837,0.0003695452936113286,0
0.4516502383753658,0.12378108674468817,0
-2.876001844434149,-1.152632603003449,0
0.6934858837153745,0.6444298759739551,0
0.8943614523151538,0.24405964635346888,0
-0.01508100810233809,-0.9717903709413253,0
3.0835275491330734,1.3670296343416626,0
1.6755375664385734,1.0550068739048464,0
1.8571418951579335,0.2825348043147955,0
-2.472618798872535,-1.437028944774637,0
0.18245552398721923,-0.6199984291373175,0
0.9127283054782778,0.5443490735054101,0
1.9002070111438356,1.2061990221877203,0
1.0938197551457571,0.4384684257273478,0
0.6463825422909644,1.2789259610152865,0
0.244851453216569,-0.40172847452458765,0
-1.1583942516714012,-1.23489273661856,0
0.05154755178566106,-0.9594984300288273,0
2.2423345313932077,1.2992200269198417,0
-1.305576648835861,-0.612405214583403,0
0.26193414615201627,-0.011483030828904825,0
2.692908629109345,1.0786154332057636,0
0.570467099443636,0.837777192333309,0
-0.22134411504895313,-1.0065031026894031,0
-0.476511860874363,-0.4489873535357951,0
1.0356728917746454,0.8623766578278419,0
-1.9677776077373448,-0.5840368194386656,0
1.5076860317612664,0.6511388032023293,0
-0.7739777227159674,0.07716177446797806,0
0.8627627637504448,0.3682201919342567,0
2.1528197860364098,0.5496249071953736,0
-1.6812008483234766,-0.216613285601583,0
-0.08648318974441928,0.45919512271654667,0
-0.48658481518205254,-0.5853591109809175,0
-0.9436559379392759,0.26967968783470486,0
-0.2662772947731671,0.6456037269238737,0
4.331969329812153,2.7323919195138804,0
-0.08700489409170874,-0.19717360882985316,0
0.25873192437556686,-0.8626693397085846,0
0.30285437320171926,0.34196034420211974,0
-2.43237979524314,-1.5628228701333822,0
1.4952096366076462,0.5474768899027344,0
-1.6427666996038937,-0.7135901224867616,0
0.803275286264338,0.688432693160226,0
-0.3698894935093366,0.28994763293142545,0
1.275721601862877,0.5177020582380488,0
0.9808447300194095,-0.212240311117667,0
-0.5638324382210088,-0.17026042269621744,0
0.04036646368525801,-0.09655806346511424,0
2.5216332484869106,1.1376581101327463,0
0.7573572883877823,0.0012182591456131875,0
0.19263339322900053,0.306614680210318,0
-3.27955492479493,-1.6672296863949632,0
-0.42721326089070444,-0.2661360064539775,0
3.3045526860327654,1.7551878875534779,0
-0.6197324563715537,0.9090643082289395,0
0.267541742000682,0.29507339154460893,0
0.3045795745006432,-0.4256570867865527,0
-2.1224559833781456,-0.7571553014094025,0
-1.1694793625606945,-1.0839448222366923,0
-2.118102721141029,-1.8396865563050824,0
-1.4680137699475806,0.31767537307769045,0
1.8217253673422165,0.6897136622979145,0
-0.06582909706670725,-0.28883135085624345,0
2.6517312150985264,1.4536986486459154,0
1.7272061078348275,1.1629211640599657,0
1.255999979428747,1.4528927503574087,0
1.4141577362607094,0.5946118664873742,0
-1.1407728359620806,-1.2305094508325551,0
-0.6649923888283226,0.30251468007080246,0
2.725100211327862,1.551429448004639,0
-0.6106561500389409,0.06699092744583096,0
2.403427868100443,0.6211615629287227,0
-0.9596223260114118,-0.3639831030840526,0
-0.5032781853658048,-0.0948403474846152,0
1.1205161990713512,0.7166682582603328,0
-0.3541939716479322,-0.549377670654347,0
-3.307170521394949,-1.5312743070628907,0
1.9106591627660834,1.3532598049681681,0
1.5108622241828926,1.2050434390571079,0
-1.8200300528585485,-1.3874282084794793,0
-1.7428583554497967,-0.7248317320446129,0
-1.8108673804938933,-0.013732184353604127,0
0.5798494250950917,-0.0693309117443395,0
1.7003214377953846,0.49906077670700305,0
0.061074077672141666,0.2045241043476858,0
-0.649059971838664,0.06928584780626285,0
-0.3269452933260111,0.5571693046046297,0
-0.11498468150779945,1.3086112767702784,0
-0.896108285904483,-0.9113328621264029,0
1.7401122259860777,1.1743011571318414,0
0.2345856381244372,0.485188472786859,0
-0.7983891598627164,-0.46396883465889066,0
1.7733550273633472,0.18604226072542018,0
0.5882455951398442,0.7461875617181674,0
-0.10705043509632456,-0.6847702777620528,0
-0.3784987530423365,-0.00848202084342059,0
1.487427260687441,0.8734782478060916,0
0.1394316930249608,-0.5010925621544615,0
-0.732667192393238,-0.10964441548907505,0
-2.082946276873941,-0.583958922965068,0
2.565188203900081,0.9004645910433808,0
-0.9931792477786129,-0.2727394189061,0
-1.6928828715086266,1.0346174362224072,0
-1.2195078142285225,-0.08067636190700733,0
-1.7767419869200687,-0.6227776807629481,0
0.3830077534394545,0.5872723258182309,0
1.3783656415934529,0.6183933722864681,0
0.8173421524267668,0.4786682491627819,0
-3.5883678678551965,-2.8609776809472844,0
-0.8419585880823398,-1.2629275469143284,0
0.5832139365966849,0.8606310429141586,0
0.11532500769468852,-0.48113997420209714,0
1.0874305614600719,0.9242885615092962,0
1.2103803379517575,0.7568060901629222,0
0.05819113896155885,-0.2970681430066611,0
-3.8189815461222554,-1.724551885540921,0
3.442812057962321,1.9364541354055234,0
0.9591988566175801,0.9427183204530285,0
1.3866461573235347,0.684317756535953,0
-1.0496592744902942,-0.12567970384810057,0
2.133798315330047,0.973485929566682,0
0.953493027828041,0.18121204749897435,0
-3.120259193220132,-1.4659227544384583,0
1.9755331255142932,1.5196003063938854,0
-3.865037125857159,-1.5484523433737087,0
2.7137671445387386,1.2084553972920218,0
-2.02994207594509,-1.4428451399596596,0
-0.9253970841543331,-0.10507431643010945,0
1.6061709594046596,0.8296136889456193,0
5.787463322838632,2.5813723176942527,0
0.6957227342642862,-0.25616888168997176,0
-2.506961307601214,-2.062047187893873,0
0.7291837783694518,0.45610134399104046,0
-2.177133610120292,-1.888410314576221,0
-2.002004108813397,-1.0662856906216671,0
1.59070044434129,1.0840785626854046,0
-0.2164722973428666,-0.41818169907333796,0
-0.03926948027265194,-0.2150988470088364,0
-0.33392424416059174,0.1548043890999825,0
-2.4674962229311626,-1.944051570119923,0
-3.2583198940363767,-2.7270665129977756,0
0.1376853615544396,0.37002234653283284,0
-0.3526292772743029,-0.502375210459201,0
0.4611396329025713,-0.001530129148890863,0
0.8352754936415343,0.874970454822027,0
-0.46862614365197564,-0.5998196644198954,0
-1.6111022450079377,-0.7074489859480966,0
-1.5295163214925995,-0.5014282455632029,0
1.542701134521043,0.5434654011246979,0
-1.412746883710897,-0.44863568396391307,0
0.011350518941562786,0.06517241642858702,0
-2.0727598599465886,-1.4072819211888303,0
-0.8982698780277705,-0.5825838886076269,0
0.14401459928546897,0.6305281755056868,0
-1.5896337218248608,-0.44098134574034975,0
-2.248947373571656,-1.1930204729871896,0
-1.1074837101313428,-0.7489886599283191,0
-0.5300764951728003,-0.3492413875331747,0
-0.29148412292141485,0.1437830256129467,0
0.9683258910213479,1.572167761773839,0
1.984109121720831,0.45027617204778375,0
-2.1570665925840062,-0.755666506919919,0
-1.2047375140141927,-0.3282583173609093,0
0.20907754537336815,-0.34005212088921916,0
0.011567618067008845,-0.33489555316736946,0
-1.6457342976637823,-0.9548430700441877,0
1.486647265864278,0.6337474226642166,0
-0.5918349881326367,-0.6006885309276961,0
1.3626012572821875,0.8519873107625007,0
-0.3149469420832793,-0.42390176591676143,0
0.7612427467148888,0.5242883078901689,0
2.7846682975969412,0.7813697416808749,0
1.2799693571015198,0.5775054808420557,0
